,follower_count,following_count,listed_count,mentions_received,retweets_sent,network_feature_1,combined1,combined2
0,-0.9868553803580179,-0.9799402191962803,-0.9964539007092199,-0.9270685658442773,-0.5357023364168295,-0.9411764705882353,1.086995605282691,-1.8772651217779868
1,-0.2903883128194173,0.16329551060680808,-0.7519042437431991,0.38152655766729426,0.3263596461152498,0.38721804511278196,-1.130558482017584,0.935012332771624
2,0.33735821441639224,0.4319387153800825,-0.34201954397394135,0.9439983185498867,0.7094056502073331,0.9387755102040817,1.650896927893909,1.510019177202512
3,-0.9979573077315902,-0.9992065291317161,-0.9857142857142858,-0.9735057582400387,-0.972343828450742,-0.9932126696832579,-1.7140394726887174,-1.7457391348329958
4,0.7157104416385978,-0.3299650213758259,0.8717221828490432,0.7465404847359257,0.49711576116194617,0.7327044025157232,0.6226133297348997,1.2884252438196557
5,0.9249061916855855,0.9891989587796264,0.756360832690825,-0.3548881437286654,-0.8975641150324236,-0.3617021276595745,-0.16034185784788496,-1.9735610434767792
6,0.21240858723117167,0.9927791323416963,-0.6312722563936549,-0.8645301540230826,-0.5382011919758463,-0.8785425101214575,-0.7129223375158553,-1.9701844950048306
7,0.07894736842105263,-0.9667590027700831,-0.636518771331058,0.7524630936833626,-0.7113280483973324,0.7410714285714286,-1.6606632258268332,0.041836339454646154
8,0.7678029370983297,0.7828571428571428,0.3160011016248967,0.8644092046836598,0.5312971239354162,0.8294442803493818,-1.3871833696860116,1.4290877297786022
9,0.2152500241255728,0.0381340244353943,-0.44401712502721136,-0.13084118548973647,-0.9246537269902584,-0.16494845360824742,0.38118695351144044,0.5383796699030426
10,-0.9803609895606386,-0.840614827324571,-0.9869514701939405,-0.9967177280345841,-0.8609505056390769,-0.9971305595408895,-1.9969357046009755,-1.7461735501986935
11,-0.9120963032834748,-0.9579768127792542,-0.9373576309794989,-0.9685198543433373,0.0,-0.9688041594454073,-1.6612598139801307,-1.9611902480851806
12,0.9374478732276897,-0.33646112600536193,0.9321637426900585,0.9619017576703115,-0.41478070416594975,0.9538784067085954,-0.3287052166578183,0.4867720294628962
13,0.9013795233573887,-0.02448210922787194,0.6820014898153143,0.9840778280058947,0.5431930252188041,0.983466541294468,-1.3327022093568863,1.185842446239952
14,-0.3671768449765116,-0.8442668648950009,-0.04823151125401929,-0.05411022056418009,-0.5680027818346646,0.02857142857142857,-0.9613328010658199,-1.7886637583708995
15,0.9696730757566567,0.9163660766714202,0.9396462018730489,0.9286028647059534,-0.9057617023508125,0.9083333333333333,-0.3412740109826194,-1.91717507631229
16,-0.9969979562767468,0.21255349500713266,-0.7253218884120172,-0.9920341195618414,-0.9189659423457448,-0.9908770474808211,-1.1683618870885089,-1.9826162904212112
17,-0.87154063565885,0.42433862433862435,-0.784633126711835,-0.006491677863480299,0.5456857558111174,-0.021791767554479417,0.09652172255987596,1.0301552157735097
18,0.9983501395601125,0.17086834733893558,0.9713774597495528,0.9976028505462126,0.0,0.9976976208749041,-1.734566073398753,1.937404369706845
19,0.756900592389596,-0.9793131720853963,0.215985254691689,0.7105066575997545,0.8973790388851757,0.7459785522788204,-1.3252885567144816,-0.43335848283832834
20,-0.9803128945184797,-0.9927120834824265,-0.9642183263906005,-0.9716510329711299,0.0,-0.9336507936507936,0.9347721323879883,1.9455946806903426
21,0.9661650519776463,-0.9966646316949329,0.6751957227420279,0.8437659570151916,0.0,0.8560020281404487,-1.2864680871459815,-1.9611902480851806
22,-0.4192079872090032,0.8733031674208145,-0.663021271481793,-0.6858473615502919,-0.29844546134958516,-0.7186544342507645,0.5340194865101194,-0.3345644301127994
23,-0.999943449265308,-0.9090909090909091,-0.9998661222304036,-0.999955332801041,-0.9842084927982325,-1.0,-2.0,-1.9691582759838804
24,-0.5651306829236656,0.9930047439093029,-0.4319526627218935,-0.8183328819394291,-0.37671952101891715,-0.922077922077922,1.6229499497860078,-0.16626931622001584
25,-0.7727393839840241,-0.996230622212784,-0.9375136171510742,-0.6886442671364578,0.0826246753395179,-0.7017114914425427,-1.4358422926345584,0.2286187322721554
26,0.9404614381900523,-0.5344494158303676,0.5125841730741678,0.9426062912205834,0.5431930252188041,0.9405764502798556,-1.863934169324764,-1.7126820215232068
27,0.5729446138413649,-0.8265354997973545,0.9499478623566214,0.9586300678661754,0.6556789149662922,0.9821162444113264,-1.0942185651697371,0.17995557107378313
28,-0.4652045472407273,-0.7006299160479663,0.53474762253109,-0.04873922136701035,0.0,0.05889351576442594,0.2755105216727022,1.9689755682060257
29,-0.9835074042741597,-0.004598875830352581,-0.9848964677222899,-0.9963610638235857,0.0,-1.0,-2.0,-0.9597373431250962
